183	1.374194E+000	-5.299180E-001
184	7.310710E-001	6.292310E-001
185	1.394098E+000	-7.030000E-002
186	1.529900E+000	3.445130E-001
187	1.303490E+000	6.401550E-001
188	6.453690E-001	6.296740E-001
189	4.825590E-001	-1.125700E-001

220	1.429716E+000	-3.837960E-001
221	9.602450E-001	7.684550E-001
222	1.248831E+000	7.002740E-001
223	1.040149E+000	5.050940E-001
224	1.139803E+000	5.695500E-001
225	7.920180E-001	5.970710E-001
226	1.629657E+000	-2.340710E-001
227	1.353563E+000	-3.008080E-001
228	1.257600E-002	-9.423000E-003
229	1.497507E+000	-5.210400E-002
230	1.714172E+000	-2.450500E-001
256	1.378489E+000	-2.192580E-001
257	8.775120E-001	2.624000E-002
258	1.605244E+000	-2.114540E-001
259	1.508727E+000	-2.621510E-001
260	1.146070E+000	-4.111950E-001
261	9.723690E-001	-7.800410E-001
262	1.289155E+000	2.891450E-001
263	1.078862E+000	9.106140E-001
264	2.245460E-001	-8.350600E-002
265	7.613200E-001	-4.673450E-001
266	9.298100E-001	5.933200E-001
267	6.604350E-001	-5.789200E-001
268	1.563167E+000	-2.771070E-001
269	5.965590E-001	2.366560E-001
270	6.031240E-001	-3.552570E-001
271	1.306702E+000	-2.986270E-001
272	8.021590E-001	-1.748380E-001
273	1.215736E+000	-4.147270E-001
274	3.449390E-001	2.319970E-001
275	1.314365E+000	5.236600E-001
276	1.629165E+000	-2.836930E-001
277	8.333630E-001	-1.278440E-001
278	1.132074E+000	3.899470E-001
279	1.223355E+000	7.326200E-002
303	9.676560E-001	-7.937410E-001
304	6.538910E-001	4.379000E-003
305	2.238350E-001	-1.242220E-001
306	9.412820E-001	-2.973080E-001
307	8.268560E-001	-7.370130E-001
308	7.614890E-001	3.975090E-001
309	5.296320E-001	-4.354960E-001
310	6.857370E-001	-4.922600E-001
311	6.878360E-001	-4.425090E-001
312	1.146852E+000	-4.869000E-002
313	1.078216E+000	4.152590E-001
314	1.020959E+000	4.841670E-001
315	1.175035E+000	5.580880E-001
316	1.263800E+000	-1.127690E-001
317	8.669620E-001	-7.543030E-001
318	1.310262E+000	-4.276300E-002
319	9.802170E-001	-6.888750E-001
320	1.321525E+000	-2.760440E-001
321	1.784607E+000	-1.379570E-001
322	9.967400E-001	-9.701240E-001
323	3.569850E-001	3.548680E-001
324	8.226570E-001	-2.465300E-001
325	8.974890E-001	-3.590190E-001
326	1.066591E+000	8.453630E-001
327	1.640398E+000	2.373000E-001
328	9.165240E-001	-1.169330E-001
329	9.432260E-001	9.262830E-001
330	1.024795E+000	5.374310E-001
331	1.072524E+000	6.422270E-001
332	1.466406E+000	-3.170490E-001
333	8.781300E-001	-6.392900E-002
334	9.440960E-001	8.481910E-001
335	1.360932E+000	1.948050E-001
336	7.795120E-001	8.200300E-002
337	3.866840E-001	2.964340E-001
338	1.046817E+000	8.006250E-001
339	1.543187E+000	2.600870E-001
340	1.046719E+000	6.084420E-001
341	6.796700E-001	-3.675570E-001
342	1.106631E+000	5.022000E-002
343	1.145771E+000	-4.409870E-001
344	1.250661E+000	-9.077100E-002
345	1.268813E+000	5.878460E-001
346	1.200524E+000	5.810280E-001
347	7.729300E-001	7.442870E-001
348	8.272310E-001	5.382400E-002
349	8.338330E-001	-1.371130E-001
350	1.332210E-001	7.552000E-003
351	1.129626E+000	5.740210E-001
352	6.921780E-001	-2.276540E-001
353	1.561345E+000	3.647100E-002
354	7.784830E-001	-2.713070E-001
355	9.738800E-002	-3.865300E-002
356	1.771008E+000	1.711600E-001
357	1.194280E+000	2.787540E-001
358	8.162240E-001	5.411370E-001
359	6.437100E-001	1.190810E-001
360	9.075800E-002	-3.685200E-002
361	7.576960E-001	6.155000E-002
362	9.074700E-001	-7.089900E-002
363	8.979190E-001	-1.649060E-001
364	1.011464E+000	4.364000E-001
365	1.373441E+000	-3.592570E-001
366	8.525650E-001	-2.765370E-001
367	1.166123E+000	-6.193360E-001
368	1.441417E+000	1.400580E-001
369	1.522636E+000	1.770360E-001
370	7.673220E-001	2.387630E-001
371	1.749810E+000	-1.520500E-001
372	9.859270E-001	-2.666080E-001
373	1.337446E+000	-6.863500E-002
374	8.151810E-001	-2.906300E-002
375	8.957970E-001	2.039990E-001
376	4.605710E-001	4.401870E-001
377	1.008018E+000	1.004890E-001
378	1.503810E+000	1.942500E-001
379	4.312510E-001	-2.323100E-001
380	2.570910E-001	-6.468100E-002
381	1.202355E+000	2.956800E-002
382	6.677540E-001	-7.941400E-002
383	8.536360E-001	4.047940E-001
384	8.776140E-001	3.489400E-002
385	1.396300E+000	-5.520000E-002
386	9.470810E-001	-7.371220E-001
387	9.235370E-001	2.238680E-001
388	5.275400E-001	-5.255190E-001
389	8.328730E-001	6.328850E-001
390	1.431789E+000	-4.403820E-001
391	1.219218E+000	-2.370350E-001
392	6.940530E-001	-3.309940E-001
393	9.715280E-001	-2.999140E-001
394	9.745520E-001	-5.178340E-001
395	7.357930E-001	-1.398190E-001
683	3.412111E+000	1.606500E-001
684	3.283769E+000	1.271200E-001
685	3.909387E+000	1.252170E-001
686	3.561629E+000	3.845020E-001
687	3.770941E+000	2.623800E-001
688	2.825513E+000	-4.312860E-001
689	3.096799E+000	-4.312000E-002
690	3.356263E+000	-6.526950E-001
